573,817
652,812
608,839
608,842
630,837
565,809
570,800
581,800
585,808
638,806
648,795
660,798
666,805
608,868
607,877
607,889
612,903
625,914
633,906
633,890
630,879
624,868
619,864
555,745
548,760
545,769
541,785
540,795
540,809
542,822
544,831
548,847
558,852
569,867
576,880
581,889
589,910
594,920
600,942
605,949
625,959
649,956
664,942
667,928
665,908
663,901
664,878
668,872
677,851
686,834
694,809
697,794
698,779
697,756
687,744
672,731
654,721
631,716
613,715
595,717
585,722
570,732
595,943
599,957
603,972
606,983
609,993
617,1002
625,997
638,978
653,963
538,772
537,765
528,761
517,774
510,787
506,806
511,837
518,861
523,877
536,901
545,923
547,934
548,958
548,976
545,996
545,1012
554,1019
556,1003
568,982
573,969
579,933
579,922
579,913
573,893
557,874
554,866
550,863
549,1036
550,1055
548,1073
547,1089
546,1104
541,1122
537,1136
532,1148
522,1161
519,1169
516,1180
504,1192
491,1198
482,1201
475,1197
469,1191
467,1186
459,1176
459,1164
457,1152
459,1130
463,1112
464,1106
468,1083
470,1063
472,1054
474,1034
475,1020
475,1005
475,1000
483,977
487,954
495,942
504,926
510,925
536,922
542,922
667,950
675,954
675,963
676,972
678,983
685,992
687,999
690,1004
696,997
703,984
705,983
703,973
696,963
694,939
695,932
697,912
698,909
702,884
704,878
719,858
735,825
725,836
725,822
724,806
723,787
715,771
709,775
698,835
697,856
693,863
684,872
677,884
671,905
668,924
697,822
691,842
683,859
676,871
671,883
690,847
669,893
667,915
671,938
664,977
667,989
676,999
683,1014
685,1048
682,1071
687,1027
683,1106
684,1136
682,1167
675,1197
668,1221
664,1236
649,1263
642,1279
629,1315
629,1335
631,1359
631,1380
642,1402
649,1422
657,1433
683,1449
478,1218
472,1252
469,1270
463,1306
463,1333
464,1365
467,1390
478,1425
484,1443
714,992
727,1008
731,1032
738,1052
739,1076
740,1105
741,1125
731,1156
722,1176
703,1193
695,1199
687,1036
687,1060
686,1082
681,1109
677,1129
681,1121
683,1151
680,1184
674,1209
656,1249
635,1297
642,1289
631,1322
631,1344
635,1373
640,1386
654,1404
663,1419
674,1437
689,1446
473,1404
466,1378
464,1349
465,1317
466,1287
479,1231
588,924
581,900
568,875
562,863
637,955
657,947
616,956
510,818
515,850
535,886
541,910
507,798
720,780
724,850
714,870
701,897
698,955
374,821
374,829
374,843
375,860
375,897
376,911
380,935
376,958
374,981
377,1004
375,1033
374,1041
390,1049
387,1017
390,996
390,981
393,960
390,955
385,922
389,895
390,876
391,869
391,851
391,834
376,827
368,856
376,880
376,890
375,898
375,942
374,956
371,979
366,1014
367,1042
371,1056
386,1049
386,1028
385,1014
385,985
386,962
390,936
393,925
393,916
391,895
383,871
381,859
381,849
381,848
382,832
382,860
383,887
382,898
377,934
375,952
377,980
378,1006
378,1023
373,992
373,963
373,918
392,906
391,947
386,971
377,965
390,907
391,839
389,828
387,836
383,843
396,859
376,870
392,882
380,921
402,955
409,966
427,986
446,999
464,1012
463,996
454,981
445,968
424,948
415,941
407,936
403,942
418,957
419,961
437,985
449,997
457,1007
454,1001
437,991
427,980
422,974
424,968
434,957
440,965
456,979
465,989
474,992
445,980
433,967
397,832
416,848
438,858
458,866
440,866
468,886
480,898
487,901
500,909
492,921
478,906
461,901
453,893
440,880
417,867
406,858
400,851
425,872
433,880
447,893
457,900
477,917
483,924
489,928
503,918
484,907
474,902
463,891
443,876
432,868
420,860
412,851
401,848
401,841
422,851
427,858
438,871
455,882
464,887
474,892
481,896
506,912
518,917
503,935
479,910
471,910
441,886
416,859
497,907
388,1058
389,1059
403,1084
423,1103
445,1123
440,1162
434,1144
423,1119
370,1068
375,1085
390,1106
398,1118
412,1135
425,1152
441,1171
446,1147
426,1123
412,1102
400,1083
391,1067
385,1060
404,1093
413,1111
432,1133
440,1141
444,1145
435,1137
415,1123
410,1114
400,1094
393,1083
381,1064
389,1088
400,1109
409,1129
417,1149
452,1171
436,1154
413,1132
404,1114
389,1097
383,1089
378,1073
196,676
211,684
226,696
245,718
260,732
296,754
302,760
339,791
351,806
372,820
363,827
333,796
314,782
297,771
259,743
234,727
224,717
202,699
187,684
205,693
225,711
246,728
260,738
288,759
302,766
325,778
353,798
377,822
368,812
352,807
343,793
332,784
303,756
268,731
246,715
217,690
203,684
