5,184
5,48
7,182
9,400
10,106
13,804
13,801
13,59
14,1401
14,442
14,398
14,41
15,1375
16,1438
17,1423
17,197
18,534
18,834
19,859
19,302
19,302
20,991
20,368
21,539
21,555
21,567
21,198
21,64
22,528
22,586
23,596
23,609
23,870
24,618
24,591
24,1035
25,521
25,568
26,111
27,165
28,634
28,636
29,571
29,112
29,175
31,562
31,606
32,662
32,680
32,525
32,640
32,784
33,696
33,594
33,894
33,113
33,163
34,647
34,1065
35,499
35,492
35,589
35,711
35,390
35,332
36,544
36,624
36,611
36,708
37,513
37,576
37,484
37,694
37,301
37,43
38,796
38,1108
39,529
39,548
39,909
39,169
40,705
40,644
40,1286
40,1162
40,1123
40,191
41,560
41,660
41,669
41,684
42,595
42,59
43,612
43,356
44,576
45,541
45,482
45,1194
46,516
46,526
46,1316
46,929
47,571
47,752
47,202
47,56
48,666
48,76
48,64
49,602
49,1333
50,536
50,647
50,298
51,519
51,559
51,628
51,659
52,641
52,1366
52,186
53,665
53,579
53,580
53,828
53,1382
53,429
54,1223
55,488
55,1412
55,983
56,657
56,498
56,488
56,967
56,42
57,541
57,533
57,122
58,527
58,931
58,1432
58,1436
59,596
59,298
60,523
60,591
60,611
60,628
60,643
60,555
62,525
62,860
63,1246
63,168
65,575
65,328
65,339
66,545
66,561
67,782
68,383
70,890
70,128
71,212
72,448
73,905
73,82
75,60
76,807
76,1263
76,1289
77,524
78,293
78,199
79,449
81,709
81,928
81,909
81,417
83,836
83,1304
83,377
83,350
84,573
84,673
84,699
84,725
84,192
84,73
85,542
85,555
85,594
85,607
86,534
86,642
86,984
86,950
86,300
86,58
87,618
87,646
87,662
87,721
87,1323
87,294
88,628
88,687
88,85
89,739
89,869
90,753
90,953
90,843
90,992
91,530
91,752
91,1345
91,136
91,37
91,188
93,766
93,774
93,726
94,585
94,534
94,734
94,1021
95,645
96,551
96,564
96,856
97,777
97,546
97,668
97,1366
97,217
98,696
98,590
98,708
98,881
99,776
99,762
99,705
99,1062
99,1053
99,179
100,524
100,485
100,494
100,501
100,628
100,731
100,973
100,726
100,54
101,524
101,673
101,565
101,1077
102,612
102,1083
103,529
103,709
104,515
104,655
104,735
104,903
104,58
105,692
105,672
106,696
106,577
106,552
106,1107
107,477
107,534
108,639
108,597
109,750
109,477
109,1103
109,1387
109,409
109,88
110,577
110,563
110,631
110,321
111,678
111,617
111,643
111,733
111,372
111,208
112,696
112,544
112,583
112,654
112,437
112,201
113,716
113,707
113,1398
113,752
114,755
115,658
115,943
115,54
116,538
116,559
116,593
116,618
116,1001
116,409
116,76
117,576
117,566
117,538
117,936
117,294
118,519
118,519
118,485
118,481
118,624
118,598
118,730
118,668
118,671
118,1147
118,1147
119,675
120,491
120,617
120,720
120,220
120,136
121,1174
121,57
122,528
122,590
122,636
122,1138
122,220
124,693
124,714
125,529
125,691
125,548
125,545
125,719
125,89
126,741
126,1021
126,1188
126,295
126,37
127,186
128,607
128,628
128,636
128,644
128,666
128,652
128,973
129,669
129,650
129,595
129,175
129,56
130,617
130,674
130,586
131,533
131,1206
132,698
132,597
132,630
133,696
133,735
133,709
133,679
134,691
134,718
134,556
134,1229
135,768
135,571
135,476
135,37
136,734
136,725
136,1054
136,295
136,135
136,435
136,74
137,587
137,571
137,558
137,551
137,1176
138,759
138,753
138,766
138,89
138,451
139,576
139,850
139,1246
139,1257
139,476
140,55
141,634
141,1006
141,324
145,643
145,810
145,476
145,409
146,632
146,368
147,994
147,1266
147,1208
147,204
148,650
148,670
148,689
148,1303
150,695
150,766
150,1079
150,1230
150,409
150,198
151,896
151,192
152,1285
153,89
154,676
154,766
154,476
154,55
155,326
156,642
156,694
158,759
158,772
158,1351
158,193
159,344
159,215
160,1288
161,712
161,1047
161,829
161,293
163,650
163,662
164,704
164,365
164,133
165,717
165,1313
165,476
166,667
166,779
166,945
166,1098
166,835
166,293
166,227
166,555
167,1327
167,33
168,456
170,642
170,1336
170,89
171,775
171,790
171,1400
171,435
172,666
172,702
172,723
172,1042
173,795
173,1348
173,476
174,800
174,365
175,860
176,58
177,745
177,785
177,795
177,202
178,771
178,476
178,197
180,794
180,413
180,294
180,538
181,774
181,739
181,733
181,818
181,655
181,876
182,718
182,1372
182,637
182,231
183,793
183,820
183,724
183,677
184,1082
184,330
185,807
185,1143
185,198
186,768
186,777
186,686
186,661
186,661
186,810
186,1089
186,1385
186,587
187,684
187,716
187,704
187,780
187,671
187,719
187,1378
187,70
188,681
188,696
188,708
188,717
188,684
188,131
188,35
189,743
189,755
189,687
189,743
189,705
190,1424
190,88
191,805
191,820
192,827
192,992
192,1165
192,895
193,737
193,899
193,344
193,593
194,665
195,476
196,676
196,833
196,909
197,364
198,211
198,58
199,811
199,674
199,201
200,756
200,840
200,632
200,46
201,747
201,748
201,635
201,297
201,234
202,699
202,825
202,831
202,1191
202,636
203,684
203,923
203,52
204,1124
204,1410
204,434
205,693
205,761
205,653
206,818
206,834
206,847
206,1423
206,1426
208,169
208,210
209,947
209,126
209,35
209,333
210,477
210,635
210,414
210,459
210,65
211,684
212,759
212,859
213,955
213,219
214,864
214,1225
215,748
215,768
215,760
215,836
215,201
215,87
216,775
216,844
216,167
216,202
217,690
217,52
218,843
218,1151
219,321
221,44
222,826
222,876
222,852
223,417
224,717
224,868
224,125
225,711
225,770
225,974
226,696
226,781
226,864
226,1063
226,304
226,670
227,1253
227,58
228,701
228,237
229,1177
229,477
229,167
230,765
230,887
230,638
231,715
231,636
231,237
233,903
233,1171
234,727
234,874
235,1278
235,84
235,214
235,524
236,1000
236,440
236,335
237,792
237,595
238,791
238,861
239,784
239,37
240,885
240,308
241,863
241,365
242,920
242,909
243,56
244,768
244,803
244,865
244,1203
244,1023
244,639
244,120
244,205
244,167
245,718
246,728
246,715
246,714
246,477
247,806
247,1099
247,1032
247,477
247,691
248,1190
248,1296
248,637
248,421
248,678
248,568
249,934
249,84
250,784
253,792
254,891
255,880
255,239
256,801
256,906
256,347
256,223
257,732
257,1049
258,886
258,423
258,463
258,57
259,743
259,942
259,1126
259,167
259,663
260,732
260,738
260,817
260,925
260,1315
260,114
261,959
261,310
262,824
262,807
263,936
263,36
264,918
264,638
264,56
264,210
265,922
265,1061
265,1065
266,801
266,1248
267,912
267,1224
267,474
267,167
267,42
268,731
269,824
270,945
270,1333
272,1152
272,207
273,820
274,909
274,926
274,1341
274,331
275,810
275,818
275,168
276,962
276,642
276,428
276,168
276,81
277,751
277,744
277,368
277,239
277,32
278,106
279,1251
279,638
279,664
279,221
280,838
280,43
281,1280
281,214
282,214
283,168
284,748
284,480
285,801
285,823
285,952
285,315
286,982
286,1280
286,1297
287,951
287,1382
287,370
287,706
288,759
288,973
288,938
288,346
288,55
289,930
289,570
290,1097
290,720
290,456
290,57
291,843
291,1177
292,838
292,167
293,992
293,475
294,852
295,840
295,1306
295,1417
296,754
296,106
296,215
297,771
297,953
297,953
297,1325
297,28
299,944
299,971
299,340
300,852
300,761
300,1121
300,484
300,77
300,605
301,838
302,760
302,766
302,1347
302,520
303,756
303,947
303,316
303,222
304,818
304,859
304,166
305,1011
305,211
305,28
307,41
308,865
309,376
309,319
309,214
310,984
310,1205
310,666
311,848
311,643
312,1003
313,958
313,103
314,782
315,973
315,982
315,1375
315,638
315,240
316,863
316,709
316,473
317,25
318,1027
318,989
318,439
318,167
318,55
319,782
319,71
320,735
321,868
321,71
322,879
322,970
322,487
322,53
322,35
323,838
323,320
323,211
323,460
324,856
325,778
325,1027
325,483
325,639
326,867
326,879
326,1242
326,666
327,995
327,750
327,357
328,789
330,981
330,1040
330,441
330,71
330,360
331,210
332,784
332,872
332,492
333,796
334,890
334,1044
334,1005
334,100
334,681
335,871
335,1016
335,1283
335,644
335,164
336,1036
336,1017
337,860
337,490
337,348
339,791
339,878
340,1000
340,1165
341,326
343,793
343,324
344,1227
345,810
345,379
345,356
346,495
346,669
347,880
347,357
348,885
348,895
348,22
348,35
349,814
349,900
349,1028
349,161
350,640
351,806
351,1060
352,807
352,1026
353,798
354,1042
354,1241
354,445
354,379
354,770
355,538
355,239
355,677
356,879
356,39
357,912
357,1028
357,1054
357,1049
357,51
358,208
358,739
358,579
359,892
359,541
359,334
359,719
360,1050
361,901
361,495
361,71
361,731
362,645
363,827
363,912
363,211
364,891
364,1043
364,239
365,920
365,1251
365,541
365,541
365,17
365,778
365,693
365,459
366,1014
366,543
367,1042
367,490
367,642
368,856
368,812
368,1052
368,529
368,215
369,1260
369,494
369,521
369,218
370,1068
370,532
371,979
371,1056
371,49
372,820
372,494
372,446
372,155
372,70
373,992
373,963
373,918
373,1263
373,542
373,368
374,821
374,829
374,843
374,981
374,1041
374,956
375,860
375,897
375,1033
375,898
375,942
375,952
375,1085
376,911
376,958
376,827
376,880
376,890
376,870
376,542
376,339
376,41
377,1004
377,934
377,980
377,965
377,822
377,733
378,1006
378,1023
378,1073
379,100
379,213
380,935
380,921
380,206
381,859
381,849
381,848
381,1064
381,1217
381,535
382,832
382,860
382,898
382,489
382,542
382,529
383,871
383,887
383,843
383,1089
383,645
383,540
383,519
383,517
384,70
385,922
385,1014
